,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 67
176,Netherlands,NLD,,,,,,,,,,,,,,,,,,,,,96.0,96.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,95.0,95.0,94.0,93.0,94.0,94.0,95.0,,
177,Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,90.0,90.0,85.0,83.0,80.0,83.0,83.0,86.0,96.0,98.0,94.0,93.0,97.0,97.0,95.0,93.0,92.0,90.0,91.0,93.0,92.0,92.0,91.0,94.0,93.0,94.0,94.0,93.0,94.0,95.0,94.0,93.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,,
178,Nepal,NPL,,,,,,,,,,,,,,,,,,,,,8.0,16.0,18.0,23.0,27.0,32.0,38.0,46.0,45.0,44.0,43.0,46.0,49.0,51.0,54.0,54.0,65.0,78.0,71.0,65.0,74.0,72.0,72.0,78.0,80.0,75.0,89.0,82.0,82.0,89.0,82.0,92.0,90.0,92.0,92.0,91.0,87.0,90.0,91.0,93.0,84.0,91.0,,
179,Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,67.0,67.0,61.0,55.0,67.0,75.0,74.0,70.0,67.0,63.0,60.0,56.0,53.0,50.0,72.0,64.0,44.0,95.0,80.0,80.0,80.0,80.0,72.0,99.0,99.0,99.0,99.0,99.0,79.0,87.0,95.0,91.0,97.0,87.0,90.0,96.0,95.0,98.0,,
180,New Zealand,NZL,,,,,,,,,,,,,,,,,,,,,76.0,72.0,73.0,73.0,83.0,72.0,70.0,67.0,69.0,80.0,90.0,81.0,81.0,83.0,84.0,89.0,88.0,86.0,81.0,88.0,90.0,90.0,90.0,90.0,89.0,89.0,89.0,88.0,89.0,92.0,93.0,95.0,93.0,92.0,93.0,92.0,92.0,94.0,93.0,92.0,92.0,90.0,,
182,Oman,OMN,,,,,,,,,,,,,,,,,,,,,18.0,19.0,24.0,31.0,45.0,60.0,82.0,89.0,90.0,98.0,98.0,95.0,99.0,97.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,98.0,99.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
184,Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,2.0,3.0,5.0,15.0,23.0,30.0,34.0,36.0,38.0,40.0,54.0,50.0,42.0,37.0,39.0,58.0,46.0,52.0,54.0,57.0,59.0,61.0,63.0,66.0,68.0,63.0,59.0,54.0,53.0,52.0,52.0,63.0,64.0,65.0,69.0,72.0,75.0,75.0,80.0,84.0,77.0,83.0,,
185,Panama,PAN,,,,,,,,,,,,,,,,,,,,,47.0,78.0,60.0,60.0,59.0,73.0,70.0,72.0,75.0,70.0,86.0,82.0,77.0,83.0,83.0,86.0,91.0,95.0,98.0,92.0,98.0,99.0,99.0,98.0,95.0,92.0,88.0,85.0,86.0,85.0,94.0,87.0,85.0,80.0,80.0,73.0,86.0,81.0,88.0,88.0,74.0,74.0,,
186,Peru,PER,,,,,,,,,,,,,,,,,,,,,16.0,20.0,23.0,23.0,28.0,48.0,50.0,43.0,60.0,58.0,72.0,71.0,83.0,87.0,87.0,90.0,94.0,90.0,94.0,99.0,98.0,90.0,95.0,94.0,86.0,77.0,94.0,93.0,93.0,93.0,93.0,91.0,95.0,88.0,88.0,90.0,89.0,83.0,84.0,88.0,72.0,82.0,,
187,Philippines,PHL,,,,,,,,,,,,,,,,,,,,,47.0,54.0,54.0,55.0,57.0,59.0,66.0,72.0,79.0,86.0,88.0,90.0,80.0,76.0,73.0,70.0,75.0,81.0,81.0,80.0,78.0,79.0,79.0,84.0,88.0,89.0,88.0,87.0,87.0,88.0,88.0,89.0,89.0,84.0,79.0,74.0,84.0,80.0,75.0,71.0,71.0,57.0,,
188,Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,81.0,99.0,78.0,99.0,98.0,93.0,89.0,67.0,99.0,98.0,91.0,96.0,96.0,96.0,98.0,99.0,99.0,98.0,98.0,98.0,94.0,92.0,49.0,69.0,84.0,89.0,99.0,95.0,90.0,98.0,97.0,95.0,97.0,96.0,95.0,,
189,Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,,,,32.0,32.0,29.0,27.0,34.0,40.0,44.0,44.0,48.0,53.0,68.0,68.0,58.0,58.0,61.0,62.0,56.0,45.0,60.0,60.0,59.0,55.0,61.0,68.0,62.0,72.0,70.0,66.0,56.0,64.0,55.0,58.0,57.0,60.0,52.0,49.0,46.0,36.0,35.0,35.0,39.0,31.0,,
190,Poland,POL,,,,,,,,,,,,,,,,,,,,,96.0,96.0,95.0,95.0,95.0,94.0,95.0,96.0,96.0,96.0,96.0,95.0,95.0,95.0,96.0,96.0,97.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,96.0,95.0,95.0,90.0,90.0,,
193,"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,50.0,52.0,51.0,52.0,67.0,55.0,61.0,86.0,87.0,97.0,98.0,97.0,90.0,90.0,77.0,64.0,50.0,37.0,43.0,50.0,56.0,62.0,64.0,68.0,72.0,79.0,89.0,92.0,92.0,93.0,93.0,94.0,96.0,93.0,93.0,96.0,96.0,97.0,97.0,97.0,97.0,41.0,,
194,Portugal,PRT,,,,,,,,,,,,,,,,,,,,,73.0,75.0,78.0,79.0,78.0,72.0,81.0,83.0,81.0,88.0,89.0,96.0,94.0,93.0,97.0,93.0,95.0,94.0,97.0,97.0,96.0,97.0,98.0,99.0,95.0,93.0,97.0,97.0,97.0,96.0,98.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,,
195,Paraguay,PRY,,,,,,,,,,,,,,,,,,,,,17.0,28.0,34.0,45.0,67.0,57.0,53.0,58.0,56.0,61.0,67.0,66.0,73.0,66.0,71.0,68.0,72.0,75.0,79.0,82.0,86.0,89.0,87.0,86.0,92.0,96.0,98.0,95.0,89.0,86.0,91.0,92.0,91.0,91.0,93.0,92.0,92.0,91.0,88.0,86.0,79.0,70.0,,
196,West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,98.0,99.0,97.0,96.0,98.0,89.0,93.0,97.0,97.0,98.0,96.0,96.0,96.0,99.0,96.0,97.0,99.0,99.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,95.0,,
200,Qatar,QAT,,,,,,,,,,,,,,,,,,,,,61.0,43.0,37.0,49.0,60.0,71.0,72.0,72.0,69.0,81.0,82.0,86.0,88.0,90.0,91.0,92.0,92.0,92.0,94.0,92.0,80.0,93.0,96.0,92.0,96.0,97.0,96.0,94.0,97.0,99.0,97.0,93.0,92.0,97.0,89.0,99.0,98.0,97.0,98.0,98.0,89.0,98.0,,
201,Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,89.0,92.0,96.0,96.0,96.0,98.0,98.0,91.0,98.0,98.0,98.0,97.0,97.0,97.0,99.0,99.0,98.0,97.0,97.0,97.0,97.0,96.0,96.0,95.0,94.0,89.0,91.0,92.0,94.0,89.0,89.0,82.0,86.0,88.0,87.0,86.0,,
202,Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,79.0,88.0,78.0,84.0,88.0,91.0,95.0,96.0,96.0,97.0,96.0,97.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,
203,Rwanda,RWA,,,,,,,,,,,,,,,,,,,,,,17.0,38.0,59.0,55.0,50.0,87.0,88.0,80.0,82.0,84.0,91.0,85.0,83.0,23.0,83.0,89.0,73.0,79.0,85.0,90.0,77.0,88.0,96.0,89.0,95.0,99.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,98.0,91.0,88.0,,
205,Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,41.0,53.0,62.0,67.0,76.0,81.0,86.0,89.0,89.0,96.0,92.0,91.0,91.0,94.0,95.0,96.0,93.0,92.0,94.0,93.0,95.0,97.0,95.0,95.0,96.0,96.0,96.0,96.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,96.0,96.0,95.0,97.0,,
206,Sudan,SDN,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,4.0,8.0,14.0,27.0,40.0,60.0,62.0,62.0,53.0,51.0,46.0,48.0,56.0,55.0,46.0,55.0,62.0,66.0,60.0,69.0,74.0,78.0,78.0,84.0,86.0,81.0,90.0,93.0,92.0,93.0,94.0,93.0,93.0,95.0,93.0,93.0,90.0,84.0,,
207,Senegal,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,57.0,59.0,47.0,51.0,51.0,59.0,58.0,57.0,80.0,70.0,59.0,59.0,60.0,52.0,52.0,60.0,73.0,87.0,84.0,89.0,94.0,88.0,86.0,89.0,92.0,91.0,92.0,89.0,89.0,93.0,93.0,92.0,95.0,91.0,85.0,,
208,Singapore,SGP,,,,,,,,,,,,,,,,,,,,,84.0,87.0,83.0,84.0,77.0,78.0,91.0,96.0,90.0,90.0,85.0,91.0,89.0,92.0,95.0,98.0,97.0,98.0,97.0,97.0,98.0,96.0,94.0,96.0,95.0,96.0,95.0,97.0,97.0,97.0,96.0,96.0,97.0,97.0,96.0,96.0,97.0,96.0,96.0,96.0,96.0,96.0,,
209,Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,46.0,35.0,23.0,27.0,45.0,38.0,42.0,66.0,69.0,67.0,77.0,76.0,71.0,65.0,68.0,69.0,72.0,72.0,70.0,88.0,86.0,84.0,78.0,84.0,90.0,89.0,99.0,88.0,85.0,86.0,83.0,91.0,92.0,83.0,77.0,87.0,94.0,83.0,85.0,94.0,94.0,87.0,,
210,Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,44.0,38.0,53.0,73.0,65.0,65.0,64.0,64.0,77.0,84.0,86.0,89.0,91.0,92.0,83.0,86.0,84.0,90.0,93.0,95.0,91.0,92.0,,
211,El Salvador,SLV,,,,,,,,,,,,,,,,,,,,,44.0,42.0,42.0,21.0,31.0,55.0,50.0,53.0,63.0,64.0,80.0,61.0,60.0,79.0,90.0,99.0,96.0,97.0,99.0,94.0,99.0,92.0,81.0,94.0,90.0,89.0,96.0,99.0,98.0,91.0,89.0,89.0,92.0,92.0,94.0,91.0,93.0,85.0,81.0,81.0,72.0,79.0,,
212,San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,88.0,99.0,99.0,99.0,99.0,99.0,98.0,97.0,96.0,96.0,95.0,96.0,92.0,91.0,91.0,90.0,90.0,92.0,89.0,86.0,84.0,85.0,86.0,88.0,90.0,88.0,89.0,90.0,,
213,Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,5.0,10.0,22.0,17.0,25.0,26.0,18.0,19.0,20.0,21.0,22.0,23.0,22.0,21.0,19.0,33.0,36.0,33.0,33.0,40.0,40.0,30.0,35.0,26.0,40.0,31.0,42.0,45.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,,
214,Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,85.0,85.0,89.0,91.0,94.0,93.0,92.0,95.0,93.0,95.0,89.0,88.0,98.0,92.0,94.0,95.0,95.0,91.0,94.0,91.0,95.0,93.0,95.0,92.0,95.0,96.0,97.0,92.0,92.0,,
219,Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,42.0,34.0,26.0,49.0,48.0,65.0,72.0,77.0,63.0,92.0,87.0,68.0,60.0,83.0,79.0,68.0,73.0,73.0,78.0,82.0,92.0,92.0,94.0,96.0,97.0,97.0,97.0,99.0,98.0,98.0,96.0,96.0,97.0,95.0,96.0,96.0,95.0,95.0,95.0,96.0,97.0,,
220,Suriname,SUR,,,,,,,,,,,,,,,,,,,,,25.0,27.0,61.0,85.0,80.0,84.0,80.0,71.0,64.0,72.0,83.0,75.0,74.0,76.0,74.0,84.0,85.0,81.0,90.0,85.0,71.0,68.0,73.0,75.0,85.0,83.0,84.0,84.0,85.0,87.0,94.0,80.0,76.0,76.0,71.0,73.0,77.0,67.0,81.0,77.0,51.0,72.0,,
221,Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,97.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,,
222,Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,98.0,98.0,98.0,98.0,94.0,91.0,92.0,91.0,92.0,93.0,95.0,94.0,95.0,97.0,97.0,97.0,96.0,96.0,96.0,96.0,95.0,95.0,95.0,94.0,94.0,93.0,95.0,95.0,86.0,,
223,Sweden,SWE,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,98.0,98.0,97.0,97.0,98.0,97.0,98.0,,
224,Eswatini,SWZ,,,,,,,,,,,,,,,,,,,,,,30.0,39.0,43.0,50.0,61.0,74.0,86.0,89.0,89.0,89.0,79.0,93.0,89.0,96.0,82.0,82.0,82.0,83.0,83.0,84.0,84.0,85.0,85.0,86.0,86.0,87.0,87.0,88.0,88.0,89.0,91.0,95.0,98.0,98.0,90.0,90.0,90.0,90.0,90.0,83.0,77.0,,
226,Seychelles,SYC,,,,,,,,,,,,,,,,,,,,,,13.0,55.0,97.0,95.0,86.0,94.0,89.0,94.0,97.0,99.0,98.0,96.0,96.0,96.0,97.0,99.0,98.0,99.0,99.0,98.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,99.0,97.0,96.0,97.0,99.0,99.0,97.0,94.0,,
227,Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,13.0,14.0,15.0,21.0,25.0,29.0,86.0,42.0,59.0,94.0,91.0,89.0,89.0,90.0,89.0,89.0,88.0,87.0,87.0,86.0,84.0,82.0,84.0,83.0,81.0,80.0,80.0,80.0,79.0,80.0,80.0,72.0,45.0,41.0,43.0,41.0,42.0,48.0,47.0,54.0,49.0,48.0,,
229,Chad,TCD,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,10.0,14.0,14.0,20.0,20.0,18.0,10.0,13.0,18.0,18.0,20.0,24.0,35.0,45.0,36.0,26.0,25.0,23.0,21.0,25.0,40.0,28.0,19.0,24.0,39.0,33.0,40.0,39.0,36.0,42.0,41.0,41.0,46.0,50.0,52.0,58.0,,
232,Togo,TGO,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,18.0,11.0,24.0,37.0,61.0,54.0,72.0,77.0,73.0,69.0,66.0,62.0,58.0,50.0,42.0,42.0,57.0,64.0,50.0,59.0,72.0,71.0,82.0,84.0,82.0,81.0,78.0,83.0,85.0,84.0,84.0,84.0,82.0,82.0,83.0,81.0,84.0,82.0,83.0,,
233,Thailand,THA,,,,,,,,,,,,,,,,,,,,,49.0,52.0,49.0,49.0,53.0,62.0,66.0,75.0,80.0,84.0,92.0,90.0,85.0,89.0,93.0,96.0,94.0,95.0,96.0,97.0,97.0,96.0,96.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,97.0,97.0,97.0,,
234,Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,64.0,81.0,80.0,75.0,81.0,79.0,82.0,83.0,85.0,85.0,85.0,86.0,84.0,83.0,86.0,86.0,93.0,93.0,96.0,94.0,96.0,97.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,,
235,Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,73.0,90.0,93.0,97.0,98.0,99.0,98.0,97.0,95.0,98.0,83.0,97.0,99.0,98.0,98.0,96.0,96.0,96.0,97.0,97.0,98.0,98.0,99.0,98.0,99.0,99.0,99.0,98.0,97.0,,
237,Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,55.0,57.0,55.0,63.0,70.0,79.0,72.0,72.0,67.0,83.0,82.0,77.0,76.0,79.0,83.0,83.0,90.0,86.0,86.0,,
239,Tonga,TON,,,,,,,,,,,,,,,,,,,,,40.0,37.0,52.0,63.0,51.0,92.0,75.0,99.0,92.0,93.0,94.0,88.0,99.0,96.0,89.0,95.0,99.0,96.0,97.0,94.0,95.0,94.0,90.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,95.0,99.0,98.0,96.0,96.0,99.0,99.0,99.0,99.0,99.0,,
242,Trinidad and Tobago,TTO,,,,,,,,,,,,,,,,,,,,,26.0,62.0,54.0,60.0,65.0,75.0,70.0,79.0,82.0,77.0,82.0,82.0,87.0,81.0,85.0,89.0,89.0,90.0,91.0,90.0,90.0,91.0,96.0,91.0,94.0,95.0,92.0,88.0,90.0,90.0,90.0,90.0,92.0,92.0,92.0,96.0,97.0,89.0,99.0,93.0,96.0,94.0,,
243,Tunisia,TUN,,,,,,,,,,,,,,,,,,,,,,,,62.0,66.0,70.0,72.0,84.0,91.0,93.0,93.0,93.0,95.0,94.0,93.0,94.0,95.0,96.0,96.0,99.0,97.0,98.0,96.0,95.0,97.0,98.0,99.0,98.0,99.0,99.0,98.0,98.0,97.0,98.0,98.0,98.0,98.0,98.0,97.0,98.0,97.0,97.0,,
244,Turkiye,TUR,,,,,,,,,,,,,,,,,,,,,42.0,64.0,58.0,56.0,56.0,55.0,45.0,86.0,86.0,79.0,84.0,72.0,77.0,76.0,87.0,67.0,72.0,79.0,81.0,79.0,85.0,88.0,78.0,68.0,85.0,90.0,90.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,96.0,97.0,98.0,96.0,98.0,99.0,98.0,95.0,,
245,Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,36.0,49.0,72.0,79.0,37.0,52.0,73.0,59.0,89.0,85.0,99.0,74.0,70.0,80.0,99.0,87.0,97.0,77.0,94.0,83.0,82.0,96.0,98.0,93.0,98.0,93.0,97.0,97.0,99.0,88.0,89.0,96.0,97.0,90.0,89.0,96.0,94.0,96.0,89.0,92.0,95.0,94.0,,
246,Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,59.0,55.0,50.0,52.0,58.0,67.0,74.0,79.0,85.0,77.0,78.0,81.0,83.0,83.0,84.0,81.0,82.0,79.0,79.0,76.0,79.0,87.0,89.0,95.0,95.0,90.0,90.0,83.0,86.0,85.0,91.0,90.0,92.0,91.0,97.0,96.0,92.0,90.0,89.0,89.0,86.0,81.0,,
247,Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,9.0,12.0,14.0,14.0,14.0,21.0,30.0,38.0,42.0,45.0,49.0,53.0,56.0,60.0,59.0,57.0,56.0,48.0,50.0,52.0,55.0,57.0,59.0,62.0,64.0,64.0,73.0,71.0,79.0,80.0,82.0,83.0,84.0,85.0,89.0,93.0,94.0,93.0,93.0,89.0,91.0,,
248,Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,93.0,97.0,98.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0,97.0,99.0,96.0,98.0,98.0,90.0,71.0,52.0,50.0,76.0,76.0,23.0,23.0,19.0,50.0,69.0,80.0,81.0,78.0,,
249,Upper middle income,UMC,,,,,,,,,,,,,,,,,,,,,13.3240121770631,15.2139890393267,16.0175600895232,50.1308134954323,61.7568505071379,65.7314735569479,68.1065682032389,69.4989309355304,82.3493584065115,82.8946726215837,85.7005687468048,86.486203672353,83.759712658999,82.5020556013815,82.339863206015,80.1257347310564,81.990519093059,83.360022767349,84.7425017707417,85.6123665672138,86.4238593006872,86.7828713566747,86.0802637097784,85.954870120943,87.1082962540369,87.5712073594811,90.292054614787,90.5772767734156,93.0106149268113,94.058416817065,94.1974691640604,94.2284582673179,94.6493623568133,94.8545369835011,94.0814457354778,93.7219598520193,93.5530460648394,93.5204117587405,93.6139349488679,91.8698507997896,89.1216732947195,87.2676180260937,,
250,Uruguay,URY,,,,,,,,,,,,,,,,,,,,,53.0,57.0,67.0,73.0,62.0,63.0,70.0,85.0,82.0,88.0,97.0,96.0,93.0,92.0,91.0,91.0,91.0,91.0,91.0,93.0,90.0,94.0,95.0,91.0,94.0,96.0,95.0,94.0,94.0,95.0,95.0,95.0,95.0,94.0,95.0,95.0,95.0,93.0,91.0,94.0,92.0,89.0,,
251,United States,USA,,,,,,,,,,,,,,,,,,,,,96.0,96.0,96.0,97.0,97.0,96.0,97.0,97.0,97.0,94.0,90.0,86.0,83.0,88.0,94.0,95.0,95.0,96.0,96.0,96.0,94.0,94.0,94.0,96.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,96.0,94.0,94.0,95.0,95.0,95.0,94.0,94.0,94.0,93.0,93.0,,
252,Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,45.0,67.0,87.0,95.0,96.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,96.0,96.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,96.0,95.0,98.0,,
253,St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,26.0,32.0,67.0,80.0,86.0,90.0,95.0,97.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,97.0,99.0,99.0,99.0,95.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,96.0,97.0,98.0,99.0,99.0,99.0,97.0,97.0,97.0,97.0,,
254,"Venezuela, RB",VEN,,,,,,,,,,,,,,,,,,,,,56.0,54.0,53.0,58.0,33.0,49.0,58.0,57.0,56.0,57.0,63.0,64.0,67.0,67.0,63.0,68.0,57.0,60.0,39.0,76.0,77.0,70.0,65.0,68.0,86.0,87.0,71.0,62.0,50.0,84.0,78.0,78.0,81.0,82.0,78.0,87.0,84.0,66.0,60.0,64.0,54.0,56.0,,
257,Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,42.0,43.0,50.0,70.0,88.0,88.0,88.0,88.0,91.0,94.0,93.0,94.0,95.0,94.0,93.0,96.0,96.0,75.0,99.0,96.0,95.0,94.0,92.0,93.0,96.0,93.0,95.0,97.0,59.0,95.0,97.0,96.0,94.0,75.0,89.0,94.0,83.0,,
258,Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,22.0,27.0,28.0,30.0,31.0,56.0,58.0,61.0,76.0,83.0,77.0,86.0,74.0,73.0,67.0,72.0,72.0,71.0,71.0,70.0,70.0,69.0,69.0,68.0,68.0,70.0,73.0,75.0,77.0,79.0,82.0,84.0,86.0,80.0,81.0,85.0,85.0,90.0,78.0,62.0,,
259,World,WLD,,,,,,,,,,,,,,,,,,,,,16.5987151670411,19.901383366643,22.1664290361702,35.8756093611484,42.2913852051329,46.7656044708751,49.9915197262676,54.3536391620175,63.3646794235992,68.4433377800036,76.0657686902012,72.0035618250692,70.5909240177841,70.5035433112083,72.9002793778079,73.3080750665664,72.4964048063233,71.6183803113282,71.8998987327951,71.9341927687419,72.5922937473811,73.1976122123893,72.875062012089,74.5208691608563,76.5149713828961,77.3491724752277,78.5494117207742,78.5823727870314,81.1940678009167,83.2092072200489,83.6739594001476,84.7049117950599,84.4490861342039,84.0806781363686,84.8203408403499,84.9975161657817,86.0635091374879,86.1192170559286,86.2771271981769,86.2310396960908,83.1860648775309,81.3981347684931,,
260,Samoa,WSM,,,,,,,,,,,,,,,,,,,,,29.0,66.0,87.0,89.0,96.0,89.0,94.0,93.0,90.0,66.0,90.0,79.0,91.0,92.0,93.0,94.0,95.0,96.0,99.0,97.0,98.0,90.0,92.0,90.0,63.0,59.0,50.0,65.0,39.0,64.0,78.0,82.0,82.0,84.0,78.0,80.0,74.0,67.0,44.0,68.0,89.0,85.0,,
262,"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,5.0,7.0,12.0,13.0,18.0,36.0,56.0,84.0,47.0,50.0,54.0,33.0,44.0,47.0,40.0,68.0,71.0,74.0,73.0,65.0,61.0,72.0,79.0,78.0,79.0,78.0,76.0,76.0,69.0,67.0,73.0,73.0,69.0,71.0,68.0,65.0,73.0,72.0,72.0,,
263,South Africa,ZAF,,,,,,,,,,,,,,,,,,,,,,,,74.0,75.0,75.0,70.0,72.0,70.0,71.0,72.0,81.0,79.0,81.0,73.0,72.0,73.0,76.0,75.0,74.0,73.0,71.0,70.0,69.0,74.0,81.0,84.0,85.0,82.0,81.0,77.0,75.0,71.0,81.0,85.0,85.0,85.0,84.0,82.0,85.0,84.0,86.0,,
264,Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,,,,49.0,59.0,66.0,66.0,83.0,83.0,83.0,91.0,79.0,83.0,86.0,90.0,86.0,84.0,83.0,84.0,84.0,85.0,85.0,84.0,83.0,83.0,82.0,81.0,80.0,87.0,94.0,83.0,81.0,78.0,79.0,86.0,90.0,95.0,94.0,90.0,88.0,84.0,91.0,,
265,Zimbabwe,ZWE,,,,,,,,,,,,,,,,,,,,,,39.0,46.0,53.0,60.0,63.0,75.0,84.0,85.0,87.0,88.0,87.0,86.0,85.0,87.0,88.0,90.0,86.0,84.0,81.0,78.0,75.0,71.0,68.0,65.0,68.0,70.0,73.0,75.0,73.0,89.0,93.0,95.0,95.0,91.0,87.0,90.0,89.0,89.0,90.0,86.0,86.0,,
